title,release_date,genre,critic_score,critic_score_phrase,developer,publisher,required_age,average_playtime,median_playtime,owners,price,main_story,main_extra,completionist,all_styles
Leviathan: Warships,2013-05-11,Strategy,7.7,Good,Lostwood,Lostwood,0,0,0,75000,10.99,4.21,7.0,20.0,6.0
Lichdom: Battlemage,2014-08-29,"Action,RPG",6.5,Okay,Xaviant,Xaviant Games,0,351,366,150000,7.19,14.26,19.73,26.83,17.76
Life is Strange -- Episode 1: Chrysalis,2015-02-02,Adventure,6.5,Okay,DONTNOD Entertainment;Feral Interactive (Mac);Feral Interactive (Linux),Square Enix;Feral interactive (Mac);Feral Interactive (Linux),16,412,145,7500000,0.0,2.23,2.98,3.2,2.66
Light of Altair,2009-06-16,Simulation,7.0,Good,SaintXi,SaintXi,0,0,0,35000,11.99,0.0,14.75,0.0,14.75
Limbo,2011-08-02,Platformer,9.0,Amazing,Playdead,Playdead,0,117,127,3500000,6.99,3.58,4.18,6.7,3.99
Line of Sight: Vietnam,2003-04-10,Shooter,6.5,Okay,N-Fusion Interactive,Retroism,0,0,0,10000,6.99,5.46,0.0,16.25,7.3
Lionheart: Legacy of the Crusader,2003-08-26,RPG,6.8,Okay,Reflexive Entertainment,Interplay Entertainment Corp.,0,0,0,10000,6.99,23.33,31.76,50.86,33.54
Little Inferno,2012-11-27,Puzzle,5.0,Mediocre,Tomorrow Corporation,Tomorrow Corporation,0,177,246,750000,6.99,3.37,4.16,4.75,4.06
Loki: Heroes of Mythology,2007-10-15,"Action,RPG",6.0,Okay,Cyanide Studios,Focus Home Interactive,0,0,0,35000,6.99,24.83,44.84,120.0,40.57
Lone Survivor,2012-04-20,Adventure,8.5,Great,Jasper Byrne,Superflat Games,16,93,128,750000,11.39,4.1,4.96,10.44,4.63
Lords of the Fallen,2014-10-28,"RPG,Action",7.4,Good,CI Games;Deck 13,CI Games,16,456,265,750000,23.79,15.02,21.06,46.0,19.97
Lost: Via Domus,2008-02-29,Adventure,5.5,Mediocre,RewindApp,RewindApp,0,0,0,10000,0.79,5.42,5.73,6.19,5.87
Lost Planet: Extreme Condition,2007-06-29,Action,5.8,Mediocre,"CAPCOM Co., Ltd.",Capcom,0,74,74,350000,9.99,8.03,9.56,20.83,8.48
Lost Planet 2,2010-10-18,Shooter,6.0,Okay,"CAPCOM CO., LTD.",Capcom,0,879,879,150000,12.99,10.08,14.03,26.05,11.48
Lost Planet 3,2013-08-27,Action,6.2,Okay,Spark Unlimited,Capcom,0,155,155,350000,19.99,10.59,15.31,29.16,13.29
Lovers in a Dangerous Spacetime,2015-09-16,Platformer,8.5,Great,Asteroid Base,Asteroid Base,0,249,249,350000,10.99,5.64,8.47,12.91,7.07
Lucius,2012-11-06,Adventure,6.0,Okay,Shiver Games,Shiver Games,18,172,190,750000,6.99,6.13,7.55,40.11,11.09
Luftrausers,2014-03-21,Action,8.7,Great,Vlambeer,Devolver Digital,0,260,347,350000,6.99,4.03,6.1,14.75,6.24
Lumines,2008-05-01,"Puzzle,Action",6.8,Okay,dev4play,dev4play,0,0,0,10000,2.09,8.76,9.44,0.0,8.96
Luxor: Quest for the Afterlife,2009-01-12,Puzzle,6.0,Okay,MumboJumbo,MumboJumbo,0,0,0,10000,5.99,4.25,5.83,8.4,5.92
Luxor 3,2008-12-17,Puzzle,7.5,Good,MumboJumbo,MumboJumbo,0,102,102,35000,5.99,7.07,9.02,10.99,8.29
Machinarium,2009-10-20,Adventure,8.1,Great,Amanita Design,Amanita Design,0,165,241,750000,7.99,5.11,5.38,5.98,5.31
Maelstrom: The Battle For Earth Begins,2007-03-15,Strategy,4.0,Bad,KDV Games,Codemasters,0,0,0,35000,3.49,20.35,0.0,0.0,20.35
Mafia II,2010-08-23,Action,7.0,Good,2K Czech;Feral Interactive (Mac),2K;Feral Interactive (Mac),18,1029,988,3500000,19.99,12.13,16.31,31.79,14.37
Magic: The Gathering Battlegrounds,2003-12-03,Adventure,7.9,Good,Stainless Games Ltd,Wizards of the Coast LLC,0,935,935,350000,0.0,14.0,0.0,0.0,14.0
Magic: The Gathering -- Duels of the Planeswalkers,2010-06-23,"Card,Battle",7.5,Good,Stainless Games Ltd,Wizards of the Coast LLC,0,935,935,350000,0.0,8.55,23.06,147.52,33.59
Magic: The Gathering -- Duels of the Planeswalkers 2012,2011-06-26,"Card,Battle",8.5,Great,Stainless Games Ltd,Wizards of the Coast LLC,0,935,935,350000,0.0,15.02,37.11,59.75,34.25
Magic: The Gathering -- Duels of the Planeswalkers 2013,2012-06-25,"Card,Battle",8.5,Great,Stainless Games,Wizards of the Coast LLC,0,1070,1903,350000,6.99,13.66,25.8,48.66,26.64
Magic: The Gathering -- Duels of the Planeswalkers 2014,2013-06-29,"Card,Battle",8.1,Great,Stainless Games Ltd,Wizards of the Coast LLC,0,935,935,350000,0.0,12.36,23.45,50.23,22.63
Magicka,2011-01-28,"Action,RPG",7.0,Good,Arrowhead Game Studios,Paradox Interactive,0,589,369,3500000,7.99,10.4,16.06,46.42,13.21
Magicka 2,2015-05-28,"Adventure,RPG",7.7,Good,Pieces Interactive,Paradox Interactive,0,198,166,1500000,10.99,6.15,9.93,33.38,7.84
Magnetic: Cage Closed,2015-05-27,Puzzle,6.5,Okay,Guru Games,Good Shepherd Entertainment,0,0,0,35000,11.99,3.49,4.82,8.52,4.15
Magrunner: Dark Pulse,2013-06-25,"Puzzle,Action",6.8,Okay,Frogwares,Frogwares,0,0,0,35000,6.99,8.43,8.51,12.1,8.71
Majesty 2: The Fantasy Kingdom Sim,2009-09-15,Strategy,7.5,Good,1C:InoCo,Paradox Interactive,0,0,0,150000,7.99,14.31,19.48,31.43,19.84
Making History: The Calm & The Storm,2007-05-29,Strategy,7.0,Good,Muzzy Lane,Strategy First,0,0,0,75000,3.99,0.0,53.0,0.0,53.0
Manhunt,2004-04-20,Action,8.3,Great,Rockstar North,Rockstar Games,18,99,101,350000,5.99,10.97,13.44,17.05,11.75
Marc Ecko's Getting Up: Contents Under Pressure,2006-02-15,"Action,Adventure",7.0,Good,The Collective;General Arcade,Devolver Digital,0,0,0,75000,11.99,11.58,13.09,16.02,13.1
March of the Eagles,2013-02-27,Strategy,7.9,Good,Paradox Development Studio,Paradox Interactive,0,0,0,75000,14.99,3.5,0.0,0.0,3.5
Marine Sharpshooter II: Jungle Warfare,2004-09-28,Shooter,5.0,Mediocre,Jarhead Games,Funbox Media Ltd,0,0,0,150000,2.09,4.26,7.0,0.0,4.46
Mark of the Ninja,2012-09-07,"Action,Adventure",9.0,Amazing,Klei Entertainment,Klei Entertainment ,16,162,289,75000,15.49,8.38,12.41,20.96,11.6
Mars: War Logs,2013-05-03,"Action,RPG",5.3,Mediocre,Spiders,Focus Home Interactive,0,346,346,350000,11.99,9.08,12.57,18.68,12.65
Mass Effect,2008-05-27,RPG,9.2,Amazing,BioWare,Electronic Arts,0,612,633,1500000,7.99,16.97,27.71,42.51,26.5
Mass Effect 2,2010-01-22,RPG,9.6,Amazing,BioWare,Electronic Arts,0,1087,736,1500000,19.99,24.63,35.51,50.15,36.08
Mass Effect 2 (Collector's Edition),2010-02-08,RPG,9.6,Amazing,BioWare,Electronic Arts,0,1087,736,1500000,19.99,24.63,35.51,50.15,36.08
Mass Effect 3,2012-03-12,RPG,9.5,Amazing,BioWare,Electronic Arts,0,1087,736,1500000,19.99,24.51,35.77,50.4,36.41
Massive Chalice,2015-07-08,Strategy,6.7,Okay,Double Fine Productions,Double Fine Productions,0,56,67,350000,14.99,16.36,21.22,25.77,17.89
Master of Orion,2016-08-26,Strategy,7.1,Good,NGD Studios,Wargaming Labs,0,0,0,350000,22.99,12.38,82.33,126.5,30.46
Master of Orion III,2003-02-14,Strategy,9.2,Amazing,SimTex,Wargaming Labs,0,333,333,75000,0.0,30.0,0.0,0.0,30.0
Master Reboot,2014-03-18,Adventure,6.2,Okay,Wales Interactive,Wales Interactive,0,173,173,75000,11.99,4.13,4.44,6.64,4.84
Max Payne 2: The Fall of Max Payne,2003-10-16,Shooter,9.4,Amazing,Remedy Entertainment,Rockstar Games,18,175,175,750000,5.99,6.18,7.73,9.53,6.67
Max Payne 3,2012-05-14,Shooter,9.0,Amazing,Rockstar Studios,Rockstar Games,0,464,531,1500000,14.99,10.03,12.9,32.09,10.85
Medal of Honor: Allied Assault Breakthrough,2003-09-19,Shooter,8.2,Great,EA Los Angeles,Electronic Arts,0,28,28,350000,9.99,5.04,6.26,7.7,5.26
Medal of Honor: Pacific Assault,2004-11-04,Shooter,7.8,Good,EA Los Angeles,Electronic Arts,0,28,28,350000,9.99,8.73,11.16,15.61,9.37
Medal of Honor: Airborne,2007-09-04,Shooter,7.9,Good,EA Los Angeles,Electronic Arts,0,28,28,350000,9.99,5.56,8.02,12.58,6.1
Medal of Honor,2010-10-12,Shooter,6.5,Okay,Electronic Arts,Electronic Arts,0,133,166,1500000,14.99,5.02,6.2,9.44,5.27
Medieval: Total War -- Viking Invasion,2003-06-03,Strategy,8.6,Great,CREATIVE ASSEMBLY,SEGA,0,103,185,150000,6.99,7.41,21.99,0.0,10.41
Medieval II: Total War,2006-11-10,Strategy,8.8,Great,The Creative Assembly;Feral Interactive (Mac);Feral Interactive (Linux),SEGA;Feral Interactive (Mac);Feral Interactive (Linux),0,0,0,350000,0.0,30.79,69.57,138.35,52.89
Men of Valor,2004-10-26,Shooter,6.8,Okay,2015,THQ Nordic,0,0,0,35000,8.99,9.66,0.0,11.69,9.87
Men of War,2009-03-17,Strategy,8.0,Great,Best Way,1C Entertainment;1C-SoftClub,0,0,0,350000,3.99,31.81,40.93,44.7,41.24
Men Of War: Vietnam,2011-09-09,Strategy,7.0,Good,1C Entertainment,1C Entertainment;1C-SoftClub,0,10,10,150000,5.59,10.64,12.89,27.63,16.22
Mercenary Kings,2014-04-25,Action,8.0,Great,Tribute Games Inc.,Tribute Games Inc.,16,348,403,350000,14.99,19.69,35.52,53.05,30.26
Metal Gear Rising: Revengeance,2014-01-10,Action,8.5,Great,PlatinumGames,Konami Digital Entertainment,18,863,870,750000,19.99,7.2,11.55,40.29,8.94
